fname	inst_name	time	from_to	item	amount
379000solu.dat	379000	21->22	4->10	(107,	vid)	115.2
379000solu.dat	379000	23->24	4->10	(107,	vid)	115.2
379000solu.dat	379000	24->25	4->10	(107,	vid)	115.2
379000solu.dat	379000	26->27	4->10	(107,	vid)	115.2
379000solu.dat	379000	27->28	4->10	(107,	vid)	115.2
379000solu.dat	379000	28->29	4->10	(107,	vid)	115.2
379000solu.dat	379000	29->30	4->10	(107,	vid)	115.2
379000solu.dat	379000	30->31	4->10	(107,	vid)	115.2
379000solu.dat	379000	32->33	4->10	(107,	vid)	115.2
379000solu.dat	379000	33->34	4->10	(107,	vid)	115.2
379000solu.dat	379000	34->35	4->10	(107,	vid)	115.2
379000solu.dat	379000	35->36	4->10	(107,	vid)	115.2
379000solu.dat	379000	36->37	4->10	(107,	vid)	115.2
379000solu.dat	379000	38->39	4->10	(107,	vid)	115.2
379000solu.dat	379000	39->40	4->10	(107,	vid)	115.2
379000solu.dat	379000	40->41	4->10	(107,	vid)	115.2
379000solu.dat	379000	41->42	4->10	(107,	vid)	115.2
379000solu.dat	379000	42->43	4->10	(107,	vid)	115.2
379000solu.dat	379000	43->44	4->10	(107,	vid)	115.2
379000solu.dat	379000	44->45	4->10	(107,	vid)	115.2
379000solu.dat	379000	45->46	4->10	(107,	vid)	115.2
379000solu.dat	379000	46->47	4->10	(107,	vid)	115.2
379000solu.dat	379000	49->50	4->10	(107,	vid)	115.2
379000solu.dat	379000	50->51	4->10	(107,	vid)	115.2
379000solu.dat	379000	51->52	4->10	(107,	vid)	115.2
379000solu.dat	379000	52->53	4->10	(107,	vid)	115.2
379000solu.dat	379000	53->54	4->10	(107,	vid)	115.2
379000solu.dat	379000	54->55	4->10	(107,	vid)	115.2
379000solu.dat	379000	55->56	101->8	(101,	pic)	1.7
379000solu.dat	379000	56->57	4->10	(107,	vid)	115.2
379000solu.dat	379000	58->59	101->1	(101,	vid)	2222.23
379000solu.dat	379000	58->59	4->10	(107,	vid)	115.2
379000solu.dat	379000	59->60	101->1	(101,	vid)	2222.23
379000solu.dat	379000	60->61	101->1	(101,	vid)	2222.23
379000solu.dat	379000	62->63	101->1	(101,	vid)	2222.23
379000solu.dat	379000	63->64	101->1	(101,	vid)	2222.23
379000solu.dat	379000	65->66	4->10	(107,	vid)	115.2
379000solu.dat	379000	67->68	4->10	(107,	vid)	115.2
379000solu.dat	379000	69->70	4->10	(107,	vid)	115.2
379000solu.dat	379000	72->73	107->4	(107,	vid)	115.2
379000solu.dat	379000	72->73	8->10	(101,	pic)	1.7
379000solu.dat	379000	73->74	4->10	(107,	vid)	115.2
379000solu.dat	379000	74->75	107->4	(107,	vid)	115.2
379000solu.dat	379000	80->81	107->4	(107,	vid)	230.4
379000solu.dat	379000	80->81	4->10	(107,	vid)	115.2
379000solu.dat	379000	82->83	4->10	(107,	vid)	115.2
379000solu.dat	379000	83->84	107->4	(107,	vid)	345.6
379000solu.dat	379000	83->84	4->10	(107,	vid)	115.2
379000solu.dat	379000	85->86	4->10	(107,	vid)	115.2
379000solu.dat	379000	86->87	4->10	(107,	vid)	115.2
379000solu.dat	379000	87->88	4->10	(107,	vid)	115.2
379000solu.dat	379000	90->91	107->4	(107,	pic)	1.7
379000solu.dat	379000	96->97	107->4	(107,	vid)	230.4
379000solu.dat	379000	98->99	4->10	(107,	vid)	115.2
379000solu.dat	379000	99->100	107->4	(107,	vid)	115.2
379000solu.dat	379000	99->100	4->10	(107,	vid)	115.2
379000solu.dat	379000	100->101	4->10	(107,	vid)	115.2
379000solu.dat	379000	106->107	107->4	(107,	vid)	791.48
379000solu.dat	379000	107->108	107->4	(107,	vid)	2222.23
379000solu.dat	379000	107->108	4->10	(107,	vid)	115.2
379000solu.dat	379000	108->109	107->4	(107,	vid)	2222.23
379000solu.dat	379000	108->109	4->10	(107,	vid)	115.2
379000solu.dat	379000	111->112	1->11	(101,	vid)	11111.13
379000solu.dat	379000	111->112	4->12	(107,	pic)	1.7
379000solu.dat	379000	111->112	4->12	(107,	vid)	5005.53
379000solu.dat	379000	111->112	10->12	(101,	pic)	1.7
379000solu.dat	379000	111->112	10->12	(107,	vid)	6105.6
814000solu.dat	814000	0->1	105->5	(105,	vid)	345.6
814000solu.dat	814000	1->2	5->6	(105,	vid)	115.2
814000solu.dat	814000	2->3	5->6	(105,	vid)	115.2
814000solu.dat	814000	3->4	104->1	(104,	vid)	2222.23
814000solu.dat	814000	3->4	105->5	(105,	vid)	230.4
814000solu.dat	814000	3->4	5->6	(105,	vid)	115.2
814000solu.dat	814000	4->5	5->6	(105,	vid)	115.2
814000solu.dat	814000	5->6	104->1	(104,	vid)	2222.23
814000solu.dat	814000	5->6	105->5	(105,	vid)	2222.23
814000solu.dat	814000	5->6	5->6	(105,	vid)	115.2
814000solu.dat	814000	6->7	104->1	(104,	vid)	2222.23
814000solu.dat	814000	6->7	5->6	(105,	vid)	115.2
814000solu.dat	814000	7->8	104->1	(104,	pic)	1.7
814000solu.dat	814000	7->8	104->1	(104,	vid)	2222.23
814000solu.dat	814000	7->8	5->6	(105,	vid)	115.2
814000solu.dat	814000	8->9	104->1	(104,	vid)	2222.23
814000solu.dat	814000	8->9	110->1	(110,	vid)	115.2
814000solu.dat	814000	8->9	5->6	(105,	vid)	115.2
814000solu.dat	814000	9->10	110->1	(110,	vid)	230.4
814000solu.dat	814000	9->10	1->6	(110,	vid)	115.2
814000solu.dat	814000	10->11	1->6	(110,	vid)	115.2
814000solu.dat	814000	11->12	110->1	(110,	vid)	115.2
814000solu.dat	814000	11->12	1->6	(110,	vid)	115.2
814000solu.dat	814000	12->13	110->1	(110,	vid)	115.2
814000solu.dat	814000	12->13	112->2	(112,	vid)	691.2
814000solu.dat	814000	12->13	1->6	(110,	vid)	115.2
814000solu.dat	814000	13->14	110->1	(110,	vid)	1118.57
814000solu.dat	814000	13->14	1->6	(110,	vid)	115.2
814000solu.dat	814000	14->15	5->6	(105,	vid)	115.2
814000solu.dat	814000	15->16	1->6	(110,	vid)	115.2
814000solu.dat	814000	16->17	1->6	(110,	vid)	115.2
814000solu.dat	814000	17->18	1->6	(110,	vid)	115.2
814000solu.dat	814000	18->19	1->6	(110,	vid)	115.2
814000solu.dat	814000	19->20	1->6	(110,	vid)	115.2
814000solu.dat	814000	20->21	1->6	(110,	vid)	115.2
814000solu.dat	814000	21->22	1->6	(110,	vid)	115.2
814000solu.dat	814000	22->23	1->6	(110,	vid)	115.2
814000solu.dat	814000	23->24	5->6	(105,	vid)	115.2
814000solu.dat	814000	24->25	2->6	(112,	vid)	115.2
814000solu.dat	814000	25->26	5->6	(105,	vid)	115.2
814000solu.dat	814000	26->27	2->6	(112,	vid)	115.2
814000solu.dat	814000	27->28	2->6	(112,	vid)	115.2
814000solu.dat	814000	28->29	5->6	(105,	vid)	115.2
814000solu.dat	814000	29->30	2->6	(112,	vid)	115.2
814000solu.dat	814000	30->31	5->6	(105,	vid)	115.2
814000solu.dat	814000	31->32	2->6	(112,	vid)	115.2
814000solu.dat	814000	32->33	5->6	(105,	vid)	115.2
814000solu.dat	814000	33->34	1->6	(110,	vid)	115.2
814000solu.dat	814000	34->35	1->6	(110,	vid)	81.77
814000solu.dat	814000	34->35	5->6	(105,	vid)	33.43
814000solu.dat	814000	35->36	5->6	(105,	vid)	115.2
814000solu.dat	814000	36->37	112->2	(112,	vid)	115.2
814000solu.dat	814000	36->37	2->6	(112,	vid)	115.2
814000solu.dat	814000	37->38	112->2	(112,	vid)	115.2
814000solu.dat	814000	37->38	2->6	(112,	vid)	115.2
814000solu.dat	814000	38->39	112->2	(112,	vid)	115.2
814000solu.dat	814000	38->39	2->6	(112,	vid)	115.2
814000solu.dat	814000	39->40	5->6	(105,	vid)	115.2
814000solu.dat	814000	40->41	113->2	(113,	vid)	115.2
814000solu.dat	814000	40->41	2->6	(112,	vid)	115.2
814000solu.dat	814000	41->42	2->6	(113,	vid)	115.2
814000solu.dat	814000	42->43	112->2	(112,	vid)	115.2
814000solu.dat	814000	42->43	5->6	(105,	vid)	115.2
814000solu.dat	814000	43->44	113->2	(113,	vid)	115.2
814000solu.dat	814000	43->44	2->6	(112,	vid)	115.2
814000solu.dat	814000	44->45	113->2	(113,	vid)	115.2
814000solu.dat	814000	44->45	2->6	(113,	vid)	115.2
814000solu.dat	814000	45->46	2->6	(113,	vid)	115.2
814000solu.dat	814000	46->47	5->6	(105,	vid)	115.2
814000solu.dat	814000	47->48	5->6	(105,	vid)	115.2
814000solu.dat	814000	48->49	113->2	(113,	vid)	115.2
814000solu.dat	814000	48->49	5->6	(105,	vid)	115.2
814000solu.dat	814000	49->50	113->2	(113,	vid)	115.2
814000solu.dat	814000	49->50	2->6	(113,	vid)	115.2
814000solu.dat	814000	50->51	112->2	(112,	vid)	115.2
814000solu.dat	814000	50->51	2->6	(113,	vid)	115.2
814000solu.dat	814000	51->52	2->6	(112,	vid)	115.2
814000solu.dat	814000	52->53	113->2	(113,	vid)	115.2
814000solu.dat	814000	52->53	5->6	(105,	vid)	115.2
814000solu.dat	814000	53->54	112->2	(112,	vid)	115.2
814000solu.dat	814000	53->54	2->6	(113,	vid)	115.2
814000solu.dat	814000	54->55	113->2	(113,	vid)	115.2
814000solu.dat	814000	54->55	2->6	(112,	vid)	115.2
814000solu.dat	814000	55->56	112->2	(112,	vid)	115.2
814000solu.dat	814000	55->56	2->6	(113,	vid)	115.2
814000solu.dat	814000	56->57	113->2	(113,	vid)	115.2
814000solu.dat	814000	56->57	2->6	(112,	vid)	115.2
814000solu.dat	814000	57->58	2->6	(113,	vid)	115.2
814000solu.dat	814000	58->59	5->6	(105,	vid)	115.2
814000solu.dat	814000	59->60	112->2	(112,	vid)	115.2
814000solu.dat	814000	59->60	5->6	(105,	vid)	115.2
814000solu.dat	814000	60->61	113->2	(113,	vid)	115.2
814000solu.dat	814000	60->61	2->6	(112,	vid)	115.2
814000solu.dat	814000	61->62	2->6	(113,	vid)	115.2
814000solu.dat	814000	62->63	105->5	(105,	vid)	115.2
814000solu.dat	814000	62->63	5->6	(105,	vid)	115.2
814000solu.dat	814000	63->64	105->5	(105,	vid)	230.4
814000solu.dat	814000	63->64	5->6	(105,	vid)	115.2
814000solu.dat	814000	64->65	5->6	(105,	vid)	115.2
814000solu.dat	814000	65->66	105->5	(105,	vid)	115.2
814000solu.dat	814000	65->66	5->6	(105,	vid)	115.2
814000solu.dat	814000	66->67	105->5	(105,	vid)	115.2
814000solu.dat	814000	66->67	5->6	(105,	vid)	115.2
814000solu.dat	814000	67->68	105->5	(105,	vid)	115.2
814000solu.dat	814000	67->68	5->6	(105,	vid)	115.2
814000solu.dat	814000	68->69	105->5	(105,	vid)	115.2
814000solu.dat	814000	68->69	5->6	(105,	vid)	115.2
814000solu.dat	814000	69->70	105->5	(105,	vid)	230.4
814000solu.dat	814000	69->70	5->6	(105,	vid)	115.2
814000solu.dat	814000	70->71	5->6	(105,	vid)	115.2
814000solu.dat	814000	71->72	105->5	(105,	vid)	115.2
814000solu.dat	814000	71->72	5->6	(105,	vid)	115.2
814000solu.dat	814000	72->73	105->5	(105,	vid)	115.2
814000solu.dat	814000	72->73	110->1	(110,	vid)	527.65
814000solu.dat	814000	72->73	5->6	(105,	vid)	115.2
814000solu.dat	814000	73->74	105->5	(105,	vid)	379.03
814000solu.dat	814000	73->74	110->1	(110,	vid)	2222.23
814000solu.dat	814000	73->74	5->6	(105,	vid)	115.2
814000solu.dat	814000	74->75	103->2	(103,	vid)	2222.23
814000solu.dat	814000	74->75	103->3	(103,	vid)	2222.23
814000solu.dat	814000	74->75	105->5	(105,	vid)	2222.23
814000solu.dat	814000	74->75	110->1	(110,	vid)	2222.23
814000solu.dat	814000	74->75	112->2	(112,	vid)	2222.23
814000solu.dat	814000	74->75	112->3	(112,	vid)	2222.23
814000solu.dat	814000	74->75	113->2	(113,	vid)	2222.23
814000solu.dat	814000	74->75	113->3	(113,	vid)	2222.23
814000solu.dat	814000	74->75	5->6	(105,	vid)	115.2
814000solu.dat	814000	75->76	103->2	(103,	vid)	2222.23
814000solu.dat	814000	75->76	103->3	(103,	vid)	2222.23
814000solu.dat	814000	75->76	105->5	(105,	vid)	2222.23
814000solu.dat	814000	75->76	110->1	(110,	vid)	2222.23
814000solu.dat	814000	75->76	112->2	(112,	vid)	2222.23
814000solu.dat	814000	75->76	112->3	(112,	vid)	2222.23
814000solu.dat	814000	75->76	113->2	(113,	vid)	2222.23
814000solu.dat	814000	75->76	113->3	(113,	vid)	2222.23
814000solu.dat	814000	75->76	5->6	(105,	vid)	115.2
814000solu.dat	814000	76->77	103->2	(103,	pic)	1.7
814000solu.dat	814000	76->77	103->2	(103,	vid)	2222.23
814000solu.dat	814000	76->77	105->5	(105,	pic)	1.7
814000solu.dat	814000	76->77	105->5	(105,	vid)	2222.23
814000solu.dat	814000	76->77	110->1	(110,	pic)	1.7
814000solu.dat	814000	76->77	110->1	(110,	vid)	2222.23
814000solu.dat	814000	76->77	112->3	(112,	pic)	1.7
814000solu.dat	814000	76->77	112->3	(112,	vid)	609.43
814000solu.dat	814000	76->77	113->2	(113,	pic)	1.7
814000solu.dat	814000	76->77	113->3	(113,	vid)	1185.43
814000solu.dat	814000	77->78	1->8	(104,	vid)	11111.13
814000solu.dat	814000	77->78	1->9	(104,	pic)	1.7
814000solu.dat	814000	77->78	1->9	(110,	pic)	1.7
814000solu.dat	814000	77->78	1->9	(110,	vid)	9416.56
814000solu.dat	814000	77->78	2->9	(103,	pic)	1.7
814000solu.dat	814000	77->78	2->9	(103,	vid)	6666.68
814000solu.dat	814000	77->78	2->9	(112,	vid)	4444.45
814000solu.dat	814000	77->78	2->9	(113,	pic)	1.7
814000solu.dat	814000	77->78	2->9	(113,	vid)	4444.45
814000solu.dat	814000	77->78	3->9	(103,	vid)	4444.45
814000solu.dat	814000	77->78	3->9	(112,	pic)	1.7
814000solu.dat	814000	77->78	3->9	(112,	vid)	5053.88
814000solu.dat	814000	77->78	3->9	(113,	vid)	5629.88
814000solu.dat	814000	77->78	5->9	(105,	pic)	1.7
814000solu.dat	814000	77->78	5->9	(105,	vid)	6815.31
814000solu.dat	814000	77->78	6->9	(105,	vid)	4295.83
814000solu.dat	814000	77->78	6->9	(110,	vid)	1694.57
814000solu.dat	814000	77->78	6->9	(112,	vid)	1612.8
814000solu.dat	814000	77->78	6->9	(113,	vid)	1036.8
413000solu.dat	413000	0->1	102->1	(102,	vid)	115.2
413000solu.dat	413000	1->2	112->5	(112,	vid)	115.2
413000solu.dat	413000	1->2	1->11	(102,	vid)	115.2
413000solu.dat	413000	2->3	112->5	(112,	vid)	115.2
413000solu.dat	413000	2->3	5->11	(112,	vid)	115.2
413000solu.dat	413000	3->4	102->1	(102,	vid)	115.2
413000solu.dat	413000	3->4	109->7	(109,	vid)	115.2
413000solu.dat	413000	3->4	5->11	(112,	vid)	115.2
413000solu.dat	413000	4->5	7->11	(109,	vid)	115.2
413000solu.dat	413000	5->6	102->1	(102,	vid)	115.2
413000solu.dat	413000	5->6	1->11	(102,	vid)	115.2
413000solu.dat	413000	6->7	109->4	(109,	vid)	1612.8
413000solu.dat	413000	6->7	112->5	(112,	vid)	115.2
413000solu.dat	413000	6->7	1->11	(102,	vid)	115.2
413000solu.dat	413000	7->8	112->5	(112,	vid)	115.2
413000solu.dat	413000	7->8	5->11	(112,	vid)	115.2
413000solu.dat	413000	8->9	102->1	(102,	vid)	115.2
413000solu.dat	413000	8->9	5->11	(112,	vid)	115.2
413000solu.dat	413000	9->10	112->5	(112,	vid)	115.2
413000solu.dat	413000	9->10	120->3	(120,	vid)	115.2
413000solu.dat	413000	9->10	1->11	(102,	vid)	115.2
413000solu.dat	413000	10->11	5->11	(112,	vid)	115.2
413000solu.dat	413000	11->12	4->11	(109,	vid)	115.2
413000solu.dat	413000	12->13	4->11	(109,	vid)	115.2
413000solu.dat	413000	13->14	4->11	(109,	vid)	115.2
413000solu.dat	413000	14->15	4->11	(109,	vid)	115.2
413000solu.dat	413000	15->16	4->11	(109,	vid)	115.2
413000solu.dat	413000	16->17	4->11	(109,	vid)	115.2
413000solu.dat	413000	17->18	3->11	(120,	vid)	115.2
413000solu.dat	413000	18->19	4->11	(109,	vid)	115.2
413000solu.dat	413000	19->20	4->11	(109,	vid)	115.2
413000solu.dat	413000	20->21	4->11	(109,	vid)	115.2
413000solu.dat	413000	21->22	4->11	(109,	vid)	115.2
413000solu.dat	413000	22->23	4->11	(109,	vid)	115.2
413000solu.dat	413000	23->24	4->11	(109,	vid)	115.2
413000solu.dat	413000	24->25	4->11	(109,	vid)	115.2
413000solu.dat	413000	25->26	109->4	(109,	vid)	115.2
413000solu.dat	413000	25->26	4->11	(109,	vid)	115.2
413000solu.dat	413000	26->27	112->5	(112,	vid)	115.2
413000solu.dat	413000	26->27	4->11	(109,	vid)	115.2
413000solu.dat	413000	27->28	112->5	(112,	vid)	115.2
413000solu.dat	413000	27->28	5->11	(112,	vid)	115.2
413000solu.dat	413000	28->29	112->5	(112,	vid)	115.2
413000solu.dat	413000	28->29	5->11	(112,	vid)	115.2
413000solu.dat	413000	29->30	112->5	(112,	vid)	115.2
413000solu.dat	413000	29->30	5->11	(112,	vid)	115.2
413000solu.dat	413000	30->31	112->5	(112,	vid)	115.2
413000solu.dat	413000	30->31	5->11	(112,	vid)	115.2
413000solu.dat	413000	31->32	112->5	(112,	vid)	115.2
413000solu.dat	413000	31->32	5->11	(112,	vid)	115.2
413000solu.dat	413000	32->33	112->5	(112,	vid)	115.2
413000solu.dat	413000	32->33	5->11	(112,	vid)	115.2
413000solu.dat	413000	33->34	112->5	(112,	vid)	115.2
413000solu.dat	413000	33->34	5->11	(112,	vid)	115.2
413000solu.dat	413000	34->35	112->5	(112,	vid)	115.2
413000solu.dat	413000	34->35	5->11	(112,	vid)	115.2
413000solu.dat	413000	35->36	112->5	(112,	vid)	115.2
413000solu.dat	413000	35->36	5->11	(112,	vid)	115.2
413000solu.dat	413000	36->37	112->5	(112,	vid)	115.2
413000solu.dat	413000	36->37	5->11	(112,	vid)	115.2
413000solu.dat	413000	37->38	112->5	(112,	vid)	115.2
413000solu.dat	413000	37->38	5->11	(112,	vid)	115.2
413000solu.dat	413000	38->39	112->5	(112,	vid)	115.2
413000solu.dat	413000	38->39	5->11	(112,	vid)	115.2
413000solu.dat	413000	39->40	112->5	(112,	vid)	115.2
413000solu.dat	413000	39->40	5->11	(112,	vid)	115.2
413000solu.dat	413000	40->41	112->5	(112,	vid)	115.2
413000solu.dat	413000	40->41	5->11	(112,	vid)	115.2
413000solu.dat	413000	41->42	112->5	(112,	vid)	115.2
413000solu.dat	413000	41->42	5->11	(112,	vid)	115.2
413000solu.dat	413000	42->43	112->5	(112,	vid)	115.2
413000solu.dat	413000	42->43	5->11	(112,	vid)	115.2
413000solu.dat	413000	43->44	112->5	(112,	vid)	115.2
413000solu.dat	413000	43->44	5->11	(112,	vid)	115.2
413000solu.dat	413000	44->45	112->5	(112,	vid)	115.2
413000solu.dat	413000	44->45	5->11	(112,	vid)	115.2
413000solu.dat	413000	45->46	112->5	(112,	vid)	115.2
413000solu.dat	413000	45->46	5->11	(112,	vid)	115.2
413000solu.dat	413000	46->47	112->5	(112,	vid)	115.2
413000solu.dat	413000	46->47	5->11	(112,	vid)	115.2
413000solu.dat	413000	47->48	112->5	(112,	vid)	115.2
413000solu.dat	413000	47->48	5->11	(112,	vid)	115.2
413000solu.dat	413000	48->49	112->5	(112,	vid)	115.2
413000solu.dat	413000	48->49	5->11	(112,	vid)	115.2
413000solu.dat	413000	49->50	112->5	(112,	vid)	115.2
413000solu.dat	413000	49->50	5->11	(112,	vid)	115.2
413000solu.dat	413000	50->51	112->5	(112,	vid)	115.2
413000solu.dat	413000	50->51	5->11	(112,	vid)	115.2
413000solu.dat	413000	51->52	112->5	(112,	vid)	115.2
413000solu.dat	413000	51->52	5->11	(112,	vid)	115.2
413000solu.dat	413000	52->53	112->5	(112,	vid)	115.2
413000solu.dat	413000	52->53	5->11	(112,	vid)	115.2
413000solu.dat	413000	53->54	112->5	(112,	vid)	115.2
413000solu.dat	413000	53->54	5->11	(112,	vid)	115.2
413000solu.dat	413000	54->55	112->5	(112,	vid)	115.2
413000solu.dat	413000	54->55	5->11	(112,	vid)	115.2
413000solu.dat	413000	55->56	112->5	(112,	vid)	115.2
413000solu.dat	413000	55->56	5->11	(112,	vid)	115.2
413000solu.dat	413000	56->57	112->5	(112,	vid)	115.2
413000solu.dat	413000	56->57	5->11	(112,	vid)	115.2
413000solu.dat	413000	57->58	112->5	(112,	vid)	115.2
413000solu.dat	413000	57->58	5->11	(112,	vid)	115.2
413000solu.dat	413000	58->59	112->5	(112,	vid)	115.2
413000solu.dat	413000	58->59	5->11	(112,	vid)	115.2
413000solu.dat	413000	59->60	102->1	(102,	vid)	115.2
413000solu.dat	413000	59->60	5->11	(112,	vid)	115.2
413000solu.dat	413000	60->61	113->8	(113,	vid)	115.2
413000solu.dat	413000	60->61	1->11	(102,	vid)	115.2
413000solu.dat	413000	61->62	113->8	(113,	vid)	115.2
413000solu.dat	413000	61->62	8->11	(113,	vid)	115.2
413000solu.dat	413000	62->63	113->8	(113,	vid)	115.2
413000solu.dat	413000	62->63	8->11	(113,	vid)	115.2
413000solu.dat	413000	63->64	113->8	(113,	vid)	115.2
413000solu.dat	413000	63->64	8->11	(113,	vid)	115.2
413000solu.dat	413000	64->65	113->8	(113,	vid)	115.2
413000solu.dat	413000	64->65	8->11	(113,	vid)	115.2
413000solu.dat	413000	65->66	113->8	(113,	vid)	115.2
413000solu.dat	413000	65->66	8->11	(113,	vid)	115.2
413000solu.dat	413000	66->67	113->8	(113,	vid)	115.2
413000solu.dat	413000	66->67	8->11	(113,	vid)	115.2
413000solu.dat	413000	67->68	113->8	(113,	vid)	115.2
413000solu.dat	413000	67->68	8->11	(113,	vid)	115.2
413000solu.dat	413000	68->69	113->8	(113,	vid)	115.2
413000solu.dat	413000	68->69	8->11	(113,	vid)	115.2
413000solu.dat	413000	69->70	113->8	(113,	vid)	115.2
413000solu.dat	413000	69->70	8->11	(113,	vid)	115.2
413000solu.dat	413000	70->71	113->8	(113,	vid)	115.2
413000solu.dat	413000	70->71	8->11	(113,	vid)	115.2
413000solu.dat	413000	71->72	113->8	(113,	vid)	115.2
413000solu.dat	413000	71->72	8->11	(113,	vid)	115.2
413000solu.dat	413000	72->73	113->8	(113,	vid)	115.2
413000solu.dat	413000	72->73	8->11	(113,	vid)	115.2
413000solu.dat	413000	73->74	113->8	(113,	vid)	115.2
413000solu.dat	413000	73->74	8->11	(113,	vid)	115.2
413000solu.dat	413000	74->75	113->8	(113,	vid)	115.2
413000solu.dat	413000	74->75	8->11	(113,	vid)	115.2
413000solu.dat	413000	75->76	113->8	(113,	vid)	115.2
413000solu.dat	413000	75->76	8->11	(113,	vid)	115.2
413000solu.dat	413000	76->77	113->8	(113,	vid)	115.2
413000solu.dat	413000	76->77	8->11	(113,	vid)	115.2
413000solu.dat	413000	77->78	113->8	(113,	vid)	115.2
413000solu.dat	413000	77->78	8->11	(113,	vid)	115.2
413000solu.dat	413000	78->79	113->8	(113,	vid)	115.2
413000solu.dat	413000	78->79	8->11	(113,	vid)	115.2
413000solu.dat	413000	79->80	113->8	(113,	vid)	115.2
413000solu.dat	413000	79->80	8->11	(113,	vid)	115.2
413000solu.dat	413000	80->81	113->8	(113,	vid)	115.2
413000solu.dat	413000	80->81	8->11	(113,	vid)	115.2
413000solu.dat	413000	81->82	113->8	(113,	vid)	115.2
413000solu.dat	413000	81->82	8->11	(113,	vid)	115.2
413000solu.dat	413000	82->83	113->8	(113,	vid)	115.2
413000solu.dat	413000	82->83	8->11	(113,	vid)	115.2
413000solu.dat	413000	83->84	113->8	(113,	vid)	115.2
413000solu.dat	413000	83->84	8->11	(113,	vid)	115.2
413000solu.dat	413000	84->85	113->8	(113,	vid)	115.2
413000solu.dat	413000	84->85	8->11	(113,	vid)	115.2
413000solu.dat	413000	85->86	113->8	(113,	vid)	115.2
413000solu.dat	413000	85->86	8->11	(113,	vid)	115.2
413000solu.dat	413000	86->87	113->8	(113,	vid)	115.2
413000solu.dat	413000	86->87	8->11	(113,	vid)	115.2
413000solu.dat	413000	87->88	113->8	(113,	vid)	115.2
413000solu.dat	413000	87->88	8->11	(113,	vid)	115.2
413000solu.dat	413000	88->89	113->8	(113,	vid)	115.2
413000solu.dat	413000	88->89	8->11	(113,	vid)	115.2
413000solu.dat	413000	89->90	113->8	(113,	vid)	115.2
413000solu.dat	413000	89->90	8->11	(113,	vid)	115.2
413000solu.dat	413000	90->91	113->8	(113,	vid)	115.2
413000solu.dat	413000	90->91	8->11	(113,	vid)	115.2
413000solu.dat	413000	91->92	113->8	(113,	vid)	115.2
413000solu.dat	413000	91->92	8->11	(113,	vid)	115.2
413000solu.dat	413000	92->93	113->8	(113,	vid)	115.2
413000solu.dat	413000	92->93	8->11	(113,	vid)	115.2
413000solu.dat	413000	93->94	113->8	(113,	vid)	115.2
413000solu.dat	413000	93->94	8->11	(113,	vid)	115.2
413000solu.dat	413000	94->95	113->8	(113,	vid)	115.2
413000solu.dat	413000	94->95	8->11	(113,	vid)	115.2
413000solu.dat	413000	95->96	113->8	(113,	vid)	115.2
413000solu.dat	413000	95->96	8->11	(113,	vid)	115.2
413000solu.dat	413000	96->97	113->8	(113,	vid)	115.2
413000solu.dat	413000	96->97	8->11	(113,	vid)	115.2
413000solu.dat	413000	97->98	113->8	(113,	vid)	115.2
413000solu.dat	413000	97->98	8->11	(113,	vid)	115.2
413000solu.dat	413000	98->99	113->8	(113,	vid)	115.2
413000solu.dat	413000	98->99	8->11	(113,	vid)	115.2
413000solu.dat	413000	99->100	113->8	(113,	vid)	115.2
413000solu.dat	413000	99->100	8->11	(113,	vid)	115.2
413000solu.dat	413000	100->101	113->8	(113,	vid)	115.2
413000solu.dat	413000	100->101	8->11	(113,	vid)	115.2
413000solu.dat	413000	101->102	113->8	(113,	vid)	115.2
413000solu.dat	413000	101->102	8->11	(113,	vid)	115.2
413000solu.dat	413000	102->103	113->8	(113,	vid)	115.2
413000solu.dat	413000	102->103	8->11	(113,	vid)	115.2
413000solu.dat	413000	103->104	113->8	(113,	vid)	115.2
413000solu.dat	413000	103->104	8->11	(113,	vid)	115.2
413000solu.dat	413000	104->105	113->8	(113,	vid)	115.2
413000solu.dat	413000	104->105	8->11	(113,	vid)	115.2
413000solu.dat	413000	105->106	113->8	(113,	vid)	115.2
413000solu.dat	413000	105->106	8->11	(113,	vid)	115.2
413000solu.dat	413000	106->107	113->8	(113,	vid)	115.2
413000solu.dat	413000	106->107	8->11	(113,	vid)	115.2
413000solu.dat	413000	107->108	113->8	(113,	vid)	115.2
413000solu.dat	413000	107->108	8->11	(113,	vid)	115.2
413000solu.dat	413000	108->109	113->8	(113,	vid)	115.2
413000solu.dat	413000	108->109	8->11	(113,	vid)	115.2
413000solu.dat	413000	109->110	113->8	(113,	vid)	115.2
413000solu.dat	413000	109->110	8->11	(113,	vid)	115.2
413000solu.dat	413000	110->111	113->8	(113,	vid)	115.2
413000solu.dat	413000	110->111	8->11	(113,	vid)	115.2
413000solu.dat	413000	111->112	113->8	(113,	vid)	115.2
413000solu.dat	413000	111->112	8->11	(113,	vid)	115.2
413000solu.dat	413000	112->113	113->8	(113,	vid)	115.2
413000solu.dat	413000	112->113	8->11	(113,	vid)	115.2
413000solu.dat	413000	113->114	113->8	(113,	vid)	115.2
413000solu.dat	413000	113->114	8->11	(113,	vid)	115.2
413000solu.dat	413000	114->115	113->8	(113,	vid)	115.2
413000solu.dat	413000	114->115	8->11	(113,	vid)	115.2
413000solu.dat	413000	115->116	113->8	(113,	vid)	115.2
